Constituency,State,MP,Party,Year
PADRAUNA,Uttar Pradesh, KUNWAR CHANDRA PRATAP NARAIN SINGH,INC(I),1982
PHULPUR,Uttar Pradesh, B.D. SINGH,JNP(S),1982
PILIBHIT,Uttar Pradesh, HARISH KUMAR GANGWAR,INC(I),1982
PRATAPGARH,Uttar Pradesh, AJIT PRATAP SINGH,INC(I),1982
RAE BARELI ,Uttar Pradesh,A.K.NEHRU,INC(I),1982
RAMPUR,Uttar Pradesh, ZULFIQAR ALI KHAN,INC(I),1982
ROBERTSGANJ (SC),Uttar Pradesh, RAM PYARE PANIKA,INC(I),1982
SAHARANPUR,Uttar Pradesh, RASHEED MASOOD,JNP(S),1982
SAIDPUR (SC),Uttar Pradesh, RAJNATH SONKAR SHASTRI,JNP(S),1982
SALEMPUR,Uttar Pradesh, RAM NAGINA MISRA,INC(I),1982
SAMBHAL,Uttar Pradesh, BIJENDRA PAL SINGH,INC(I),1982
SHAHABAD,Uttar Pradesh, DHARMGAJ SINGH,INC(I),1982
SHAHJAHANPUR,Uttar Pradesh, KR. JATENDRA PRASAD,INC(I),1982
SITAPUR,Uttar Pradesh, RAJENDRA KUMARI BAJPAI,INC(I),1982
SULTANPUR,Uttar Pradesh, GIRIRAJ ISNGH,INC(I),1982
TEHRI GARHWAL ,Uttar Pradesh,TREPAN SINGH NEGI ,INC(I),1982
UNNAO,Uttar Pradesh, ZIAUR REHMAN ANSARI,INC(I),1982
VARANASI,Uttar Pradesh, KAMALAPATI,INC(I),1982
HAMIRPUR,Uttar Pradesh,DOONGAR SINGH,INC(I),1982
ASANSOL,West Bengal, ANANDA GOPAL MUKHOPADHYA,INC(I),1982
BALURGHAT (SC),West Bengal, BARMAN PALAS,RSP,1982
BANKURA,West Bengal, ACHARIA BASUDEB,CPM,1982
BARASAT,West Bengal, CHITTA BASU,FBL,1982
BARRACKPORE,West Bengal, MAHAMMED ISMAIL,CPM,1982
BOLPUR,West Bengal, SARADISH ROY,CPM,1982
BURDWAN,West Bengal, SUSHIL KUMAR BHATTACHARYA,CPM,1982
CONTAI,West Bengal, GIRI SUDHIR KUMAR,CPM,1982
DARJEELING,West Bengal, ANANDA PATHAK,CPM,1982
DIAMOND HARBOUR,West Bengal,A. DATTA,CPM,1982
DUM DUM,West Bengal, NIREN GHOSH,CPM,1982
DURGAPUR (SC),West Bengal, KRISHNA CHANDRA HALDER,CPM,1982
HOOGHLY,West Bengal, RUP CHAND PAL,CPM,1982
HOWRAH,West Bengal, SAMAR MUKHERJEE,CPM,1982
JADAVPUR,West Bengal, SOMNATH CHATTERJEE,CPM,1982
JALPAIGURI,West Bengal, SUBODH SEN,CPM,1982
JANGIPUR,West Bengal, ZAINAL ABEDIN,CPM,1982
JHARGRAM (ST),West Bengal, HASADA MATILAL,CPM,1982
JOYNAGAR (SC),West Bengal, SANAT KUMAR MANDAL,RSP,1982
KATWA,West Bengal, SAIFUDDIN CHWDHURY,CPM,1982
KRISHNAGAR,West Bengal, RENUPADA DAS,CPM,1982
MALDA,West Bengal, ABDUL BARKAT ATAUL GHANI KHAN CHAWDHURY,INC(I),1982
MATHURAPUR (SC),West Bengal,N. SINHA,CPM,1982
MIDNAPORE,West Bengal, NARAYAN CHOUBEY,CPI,1982
MURSHIDABAD,West Bengal, MASUDAL HASSAIN SYED,CPM,1982
NABADWIP (SC),West Bengal, BIDHA GOHSE (GOSWAMI),CPM,1982
PANSKURA,West Bengal, GITA MUKHERJEE,CPI,1982
PURULIA,West Bengal, CHITTA RANJAN MAHATA,FBL,1982
RAIGANJ,West Bengal, GOLAM YAZDANI,INC(I),1982
SERAMPORE,West Bengal,AJIT BEG,CPM,1982
TAMLUK,West Bengal, MISRA SATYAGOPAL,CPM,1982
ULUBERIA,West Bengal, HANNAN MOLLAH,CPM,1982
VISHNUPUR (SC),West Bengal, AJIT KUMAR SAHA,CPM,1982
COOCH BEHAR (SC) ,West Bengal,AMAR ROY PRADHAN ,FBL,1982
ALIPURDUARS (ST) ,West Bengal,PIUS TIRKEY ,RSP,1982
BERHAMPORE ,West Bengal,TRIDIB CHAUDHARI ,RSP,1982
BASIRHAT ,West Bengal,INDRAJIT GUPTA ,CPI,1982
CALCUTTA NORTH WEST ,West Bengal,ASHOKE KUMAR SEN ,INC(I),1982
CALCUTTA NORTH EAST ,West Bengal,SUNIL MOITRA ,CPM,1982
CALCUTTA SOUTH SATYA ,West Bengal,SADHAN CHAKRABARTY ,CPM,1982
ARAMBAGH ,West Bengal,BIJOY KRISHNA MODAK, CPM,1982
BIRBHUM (SC) ,West Bengal,GADADHAR SAHA ,CPM,1982
PARVATHIPURAM (ST),Andhra, K.C.SURYANARAYANA DEO VYRICHERLA,INC(U),1983
ADILABAD,Andhra, G. NARASIMHA REDDY,INC(I),1983
AMALAPURAM (SC),Andhra, KUSUMA KRISHNAMURTHI,INC(I),1983
ANAKAPALLI,Andhra, APPALA NAIDU S.R.A.S,INC(I),1983
ANANTAPUR,Andhra, DARUR PULLAIAH,INC(I),1983
BAPATLA,Andhra, ANKINEEDU PRASADA RAO PAMULAPATI,INC(I),1983
BHADRACHALAM (ST),Andhra, B.RADHABAI ANANDA RAO,INC(I),1983
BOBBILI,Andhra, P.V.GAJAPATHI RAJU,INC(I),1983
CHITTOOR,Andhra, P. RAJAGOPAL NAIDU,INC(I),1983
CUDDAPAH,Andhra, K. OBUL REDDY,INC(I),1983
ELURU,Andhra, CHITTOORI SUBBARAO CHOWDARY,INC(I),1983
GUNTUR,Andhra, N. G. RANGA,INC(I),1983
HANAMKONDA,Andhra, P. V. NARSIMHA RAO,INC(I),1983
HINDUPUR,Andhra, P. BAYAPA REDDY,INC(I),1983
HYDERABAD,Andhra, K.S. NARAYANA,INC(I),1983
KAKINADA,Andhra, SANJEEVI RAO M.S.,INC(I),1983
KARIMNAGAR,Andhra, M.SATYANARAYANA RAO,INC(I),1983
KHAMMAM,Andhra, KONDALA RAO JALAGAM,INC(I),1983
KURNOOL,Andhra, K. VIJAYABHASKARA REDDI,INC(I),1983
MACHILIPATNAM,Andhra, ANKINEEDU MAGANTI,INC(I),1983
MAHABUBNAGAR,Andhra, MALLIKARJUN,INC(I),1983
MEDAK,Andhra, INDIRA GANDHI,INC(I),1983
MIRYALGUDA ,Andhra,G. S. REDDY ,INC(I),1983
NAGARKURNOOL (SC),Andhra, ANANTHARAMULU MALLU,INC(I),1983
NALGONDA,Andhra, T. DAMODAR REDDY,INC(I),1983
NANDYAL,Andhra, P. VENKATA SUBBAIAH,INC(I),1983
NARASAPUR,Andhra, ALLURI SUBHASCHANDRA BOSE,INC(I),1983
NARASARAOPET,Andhra, K. BRAMHANANDA REDDY,INC(I),1983
NELLORE (SC),Andhra, D. KAMAKSHAIAH,INC(I),1983
NIZAMABAD,Andhra, M. RAMGOPAL REDDY,INC(I),1983
ONGOLE,Andhra, VENKATA REDDI PULI,INC(I),1983
PEDDAPALLI (SC),Andhra, K. RAJAMALLU,INC(I),1983
RAJAHMUNDRY,Andhra, S.B.P.PATTABHI RAMA RAO,INC(I),1983
RAJAMPET,Andhra, P. PARTHASARATHY,INC(I),1983
SECUNDERABAD,Andhra, P. SHIV SHANKER,INC(I),1983
SIDDIPET (SC),Andhra, NANDI YELLAIAH,INC(I),1983
SRIKAKULAM ,Andhra,RAJAGOPALARAO BODDEPALLI ,INC(I),1983
TENALI,Andhra, MEDURI NAGESWARA RAO,INC(I),1983
TIRUPATHI (SC),Andhra, PASALA PENCHALAIAH,INC(I),1983
VIJAYAWADA,Andhra, VIDYA CHENNUPATI,INC(I),1983
VISAKHAPATNAM,Andhra, APPALASWAMY KOMMURU,INC(I),1983
WARANGAL,Andhra, MD. KAMALODDIN AHMED,INC(I),1983
ARARIA (SC),Bihar, DUMAR LAL BAITHA,INC(I),1983
ARRAH ,Bihar,CHANDRADEO PRASAD VERMA ,JNP(S),1983
AURANGABAD,Bihar, SATYENDRA NARAIN SINGH,JNP,1983
BAGAHA (SC) ,Bihar,BHOLA RAUT ,INC(I),1983
BALIA,Bihar, SURYA NARAYAN SINGH,CPI,1983
BANKA,Bihar, CHANDRA SHEKHAR SINGH,INC(I),1983
BARH,Bihar, DHARMVIR SINGH,INC(U),1983
BEGUSARAI,Bihar, KRISHNA SHAHI,INC(I),1983
BETTIAH,Bihar, KEDAR PANDEY,INC(I),1983
BHAGALPUR,Bihar, BHAGWAT JHA AZAD,INC(I),1983
BIKRAMGANJ,Bihar, TAPESHWAR SINGH,INC(I),1983
BUXAR,Bihar, K. K. TIWARI,INC(I),1983
CHAPRA,Bihar, SATYADEO SINGH,JNP,1983
CHATRA,Bihar, RANJIT SINGH,INC(I),1983
DARBHANGA,Bihar, HARI NATH MISHRA,INC(I),1983
DHANBAD,Bihar, A. K. ROY,IND,1983
DUMKA (ST),Bihar, SHIBU SIREN,IND,1983
GAYA (SC),Bihar, RAMSWAROOP RAM,INC(I),1983
GIRIDIH,Bihar, BINDESHWARI DUBEY,INC(I),1983
GODDA,Bihar, SAMIN UDIN,INC(I),1983
GOPALGANJ,Bihar, NAGINA RAI,INC(I),1983
HAJIPUR (SC),Bihar, RAM VILAS PASWAN,JNP(S),1983
HAZARIBAGH,Bihar, KUNWAR BASANT NARAYAN SINGH,JNP,1983
JAHANABAD,Bihar, MAHENDARA PRASAD,INC(I),1983
JAMSHEDPUR,Bihar, RUDRA PRATAP SARANGI,JNP,1983
JHANJHARPUR,Bihar, DHANIK LAL MANDAL,JNP(S),1983
KATIHAR,Bihar, SHAH TARIQUE ANWAR,INC(I),1983
KHAGARIA,Bihar, SATISH PD. SINGH,INC(I),1983
KHUNTI (ST),Bihar,NIREL ENEM HORO,JKD,1983
KISHANGANJ,Bihar, ZAMILUR RAHMAN,INC(I),1983
KODARMA,Bihar, REET LAL PD. VERMA,JNP,1983
LOHARDAGA (ST),Bihar,S.ORAON(W),INC(I),1983
MADHEPURA,Bihar, RAJENDRA PD. YADAV,INC(U),1983
MADHUBANI,Bihar,B.JHA,CPI,1983
MAHARAJGANJ,Bihar, KRISHNA PRATAP SINGH,INC(I),1983
MONGER  ,Bihar,DEVENDRA PRASAD YADAV,INC(U),1983
MOTIHARI,Bihar, KAMLA MISHRA MADHUKAR,CPI,1983
MUZAFFARPUR,Bihar, GEORGE FARNANDES,JNP(S),1983
NALANDA,Bihar, VIJAY KUMAR YADAV,CPI,1983
NAWADA (SC),Bihar, KUNWAR RAM,INC(I),1983
PALAMAU (SC) ,Bihar,KAMLA KUMARI,INC(I),1983
PATNA,Bihar, RAMAVATAR SHASTRI,CPI,1983
PURNEA,Bihar, MADHURI SINGH,INC(I),1983
RAJMAHAL (ST),Bihar,SETH HEMREM,INC(I),1983
RANCHI,Bihar, SHIVA PRASAD SAHU,INC(I),1983
ROSERA (SC),Bihar, BALESHWAR RAM,INC(I),1983
SAHARSA,Bihar, KAMAL NATH JHA,INC(I),1983
SAMASTIPUR,Bihar, AJIT KUMAR MEHTA,JNP(S),1983
SASARAM (SC),Bihar, JAGJIWAN RAM,JNP,1983
SHEOHAR,Bihar, RAM DULARI SINGH,INC(I),1983
SINGHBHUM (ST),Bihar,BAGUN SUMBRUI,JNP,1983
SITAMARHI,Bihar, BALIRAM BHAGAT,INC(U),1983
SIWAN,Bihar, M. YUSUF,INC(I),1983
VAISHALI,Bihar, KISHROI SINHA,JNP,1983
CHANDNI CHOWK,Delhi, BHIKU RAM JAIN,INC(I),1983
DELHI SADAR,Delhi, JAGDISH TYTLER,INC(I),1983
EAST DELHI,Delhi, H.K.L. BHAGAT,INC(I),1983
OUTER DELHI,Delhi, SAJJAN KUMAR,INC(I),1983
SOUTH DELHI,Delhi, CHARANJIT SINGH (WEST FRIENDS COLONY),INC(I),1983
NEW DELHI ,Delhi,ATAL BIHARI VAJPAYEE ,JNP,1983
KAROL BAGH (SC) ,Delhi,DHARAM DASS SHASTRI ,INC(I),1983
AHMEDABAD,Gujarat, MAGANBHAI BAROT,INC(I),1983
AMRELI ,Gujarat,RAVANI NAVINCHANDRA PARMANANDDAS ,INC(I),1983
ANAND,Gujarat, ISHVARBHAI KHODABHAI CHAVDA,INC(I),1983
BANASKANTHA,Gujarat, BHERAVDAN KHETDANJI GADHAVI,INC(I),1983
BARODA ,Gujarat,GAEKWAD RANJITSINHJI PRATAPSINJI ,INC(I),1983
BHAVNAGAR,Gujarat, GOHIL GIGABHAI BHAVUBHAI,INC(I),1983
BROACH,Gujarat, PATEL AHMEDBHAI MOHAMMEDBHAI,INC(I),1983
BULSAR (ST) ,Gujarat,PATEL UTTAMBHAI HARJIBHAI ,INC(I),1983
CHHOTA UDAIPUR (ST) ,Gujarat,RATHAWA AMARSINGHBHAI VIRIYABHAI ,INC(I),1983
DHANDHUKA (SC),Gujarat, MAKWANA NARSINHBHAI KARSANBHAI,INC(I),1983
DOHAD (ST) ,Gujarat,DAMOR SOMJIBHAI PUNJABHAI ,INC(I),1983
GANDHINAGAR,Gujarat, AMRIT MOHANAL PATEL,INC(I),1983
GODHRA,Gujarat, MAHARAOL JAYDEEPSINHJI SUBHAGSINHJI,INC(I),1983
JAMNAGAR,Gujarat, JADEJA DOLATSINHJI PRATAPSINHJI,INC(I),1983
JUNAGADH,Gujarat, PATEL MOHANLAL LALJIBHAI,INC(I),1983
KAIRA,Gujarat, AJITSINH FULSINHJI DABHI,INC(I),1983
KAPADVANJ,Gujarat, SOLANKI NATAVARSINHJI KESARISINHJI,INC(I),1983
KUTCH  ,Gujarat,MEHTA MAHIPATRAY MULSHANKER,INC(I),1983
MANDVI (ST),Gujarat, GAMIT CHHITUBHAI DEVJIBHAI,INC(I),1983
MEHSANA,Gujarat, CHAUDHARY MOTIBHAI RANCHHODBHAI,JNP,1983
PATAN (SC),Gujarat, PARMAR HIRALAL RANCHHODDAS,INC(I),1983
PORBANDAR,Gujarat, ODEDRA MALDEJI MANDLIKJI,INC(I),1983
RAJKOT,Gujarat, MAVANI RAMJIBHAI BHURABHAI,INC(I),1983
SABARKANTHA,Gujarat, PATEL SHANTUBHAI CUNIBHAI,INC(I),1983
SURAT,Gujarat, PATEL CHHAGANBHAI DEVABHAI,INC(I),1983
SURENDRANAGAR ,Gujarat,DIGVIJAYSINH PRATAPSINHG ZALA ,INC(I),1983
AMBALA (SC) ,Haryana,SURAJ BHAN ,JNP,1983
BHIWANI,Haryana, BANSI LAL,INC(I),1983
FARIDABAD,Haryana, TAYYAB HUSSAIN,INC(I),1983
HISSAR,Haryana, MANI RAM S/O HARJI RAM,JNP(S),1983
KARNAL,Haryana, CHIRANJI LAL,INC(I),1983
KURUKSHETRA,Haryana, MANOHAR LAL,JNP(S),1983
MAHENDRAGARH,Haryana, BIRENDER SINGH,INC(I),1983
ROHTAK,Haryana, INDER VESH,JNP(S),1983
SIRSA (SC) ,Haryana,DALBIR SINGH ,INC(I),1983
SONEPAT,Haryana, DEVI LAL,JNP(S),1983
HAMIRPUR ,Himachal Pradesh,NARAIN CHAND ,INC(I),1983
KANGRA,Himachal Pradesh,VIKRAM CHAND MAHAJAN,INC(I),1983
MANDI,Himachal Pradesh,VIR BAHADUR SINGH,INC(I),1983
SIMLA (SC) ,Himachal Pradesh,KRISHAN DUTT,INC(I),1983
BAGALKOT,Karnataka, VEERENDRA PATIL,INC(I),1983
BANGALORE NORTH,Karnataka, C.K. JAFFAR SHARIEF,INC(I),1983
BANGALORE SOUTH,Karnataka, T.R. SHAMANNA,JNP,1983
BELGAUM,Karnataka, SIDNAL SHANMUKHAPPA BASAPPA,INC(I),1983
BELLARY,Karnataka, R.Y. GHORPADE,INC(I),1983
BIDAR (SC) ,Karnataka,NARSING HULLA ,INC(I),1983
BIJAPUR ,Karnataka,CHOUDHARI KALINGAPPA BHIMANNA,INC(I),1983
CHAMARAJANAGAR (SC)  ,Karnataka,V. SREENIVASA PRASAD,INC(I),1983
CHIKBALLAPUR,Karnataka, S.N. PRASAN KUMAR,INC(I),1983
CHIKKODI (SC) ,Karnataka,B. SHANKARANAND ,INC(I),1983
CHIKMAGALUR,Karnataka, D.M. PUTTEGOWDA,INC(I),1983
CHITRADURGA,Karnataka, K. MALLANNA,INC(I),1983
DAVANGERE,Karnataka, T.V. CHANDRASHEKHARAPPA,INC(I),1983
DHARWAD NORTH,Karnataka, D.K. NAIKAR,INC(I),1983
DHARWAD SOUTH,Karnataka, MOHSIN FAKRUDDINSAB HUSSENSAB,INC(I),1983
GULBARGA,Karnataka,C.M.STEPHEN,INC(I),1983
HASSAN,Karnataka, H.N. NANJEGOWDA,INC(I),1983
KANAKAPURA,Karnataka, M.V. CHANDRASEKHARA MURTHY,INC(I),1983
KANARA,Karnataka, NAIK DEVARAY G.,INC(I),1983
KOLAR (SC),Karnataka, G.Y. KRISHNAN,INC(I),1983
KOPPAL,Karnataka, H.G. RAMULU,INC(I),1983
MANDYA,Karnataka, S.M. KRISHNA,INC(I),1983
MANGALORE,Karnataka, JANARDHANA POOJARI,INC(I),1983
MYSORE,Karnataka, M. RAJASHEKARAMURTHY,INC(I),1983
RAICHUR,Karnataka, B.V. DESAI,INC(I),1983
SHIMOGA,Karnataka, S.T. QUADRI,INC(I),1983
TUMKUR,Karnataka, K. LAKKAPPA,INC(I),1983
UDUPI ,Karnataka,OSCAR FERNANDES ,INC(I),1983
ADOOR (SC),Kerala, P. K. KODIYAN,CPI,1983
ALLEPPEY,Kerala, SUSEELA GOPALANA,CPM,1983
BADAGARA,Kerala, K.P. UNNIKRISHNAN,INC(U),1983
CALICUT,Kerala, E. K. IMBICHI BAVA,CPM,1983
CANNANORE,Kerala, K. KUNHAMBU,INC(U),1983
CHIRAYINKIL,Kerala, A. A. RAHIM,INC(I),1983
ERNAKULAM,Kerala, XAVIER VARGHESE ARAKAL,INC(I),1983
IDUKKI,Kerala, M.M. LAWRENCE,CPM,1983
KASARAGOD ,Kerala,M. RAMANNA RAI ,CPM,1983
KOTTAYAM,Kerala, SKARIA THOMAS,KEC,1983
MANJERI,Kerala, EBRAHIM SULAIMAN SAIT,MUL,1983
MAVELIKARA,Kerala, P. J. KURIEN,INC(U),1983
MUKUNDAPURAM,Kerala, BALANANDAN,CPM,1983
MUVATTUPUZHA,Kerala, GEORGE JOSEPH (BABY MUNDACKAL),IND,1983
OTTAPALAM (SC),Kerala, A.K. BALAN,CPM,1983
PALGHAT,Kerala, V.S. VIJAYA RAGHAVAN,INC(I),1983
PONNANI,Kerala, BANATWALA GULAM MEHMOOD,MUL,1983
QUILON,Kerala, B. K. NAIR,INC(I),1983
TRICHUR,Kerala, K. A. RAJAN,CPM,1983
TRIVANDRUM ,Kerala,A. NEELALOHITHADASAN NADAR ,INC(I),1983
BALAGHAT,Madhya Pradesh, NANDKISHORE SHARMA,INC(I),1983
BASTAR (ST),Madhya Pradesh, LAXMAN KARMA,INC(I),1983
BETUL,Madhya Pradesh, GUFRAN AZAM,INC(I),1983
BHIND,Madhya Pradesh, KALICHARAN SHARMA,INC(I),1983
BHOPAL,Madhya Pradesh, SHANKARDAYAL SHARMA,INC(I),1983
BILASPUR (SC),Madhya Pradesh, GODIL PRASAD ANURAGI,INC(I),1983
CHHINDWARA,Madhya Pradesh, KAMAL NATH,INC(I),1983
DAMOH,Madhya Pradesh, PRABHUNARAYAN RAMDHAN,INC(I),1983
DHAR (ST),Madhya Pradesh, FATEHBHANUSINH S/O RAMSINH,INC(I),1983
DURG,Madhya Pradesh, CHANDULAL CHANRAKAR,INC(I),1983
GUNA,Madhya Pradesh, MADHAVRAO SEINDIA,INC(I),1983
GWALIOR,Madhya Pradesh, NARAYAN KRISHNARAO SHEJWALKAR,JNP,1983
HOSHANGABAD,Madhya Pradesh, RAMESHWAR NIKHRA,INC(I),1983
INDORE,Madhya Pradesh, PRAKASH CHAND SETHI,INC(I),1983
JABALPUR,Madhya Pradesh,B.PANANJPE,JNP,1983
JANJGIR,Madhya Pradesh, RAMGOPAL TIWARI,INC(I),1983
JHABUA (ST),Madhya Pradesh, DILEEP SINGH BHURIA,INC(I),1983
KANKER (ST),Madhya Pradesh, ARVIND NETAM,INC(I),1983
KHAJURAHO,Madhya Pradesh, CHATURVEDI VIDYAWATI,INC(I),1983
KHANDWA,Madhya Pradesh, SHIVKUMARSINGH NAWAL SINGH,INC(I),1983
KHARGONE,Madhya Pradesh, SUBHASH YADAV,INC(I),1983
MAHASAMUND,Madhya Pradesh, VIDYA CHARAN SHUKLA RAVISHANKAR SHUKLA,INC(I),1983
MANDLA (ST),Madhya Pradesh, CHHOTELAL SONU,INC(I),1983
MANDSAUR  ,Madhya Pradesh,BHANWARLAL RAJMAL NAHATA,INC(I),1983
MORENA (SC) ,Madhya Pradesh,BABULAL SOLANKI ,INC(I),1983
RAIGARH (ST),Madhya Pradesh, PUSHPA DEVI SINGH,INC(I),1983
RAIPUR,Madhya Pradesh, KAYUR BHUSHAN MATHURA PRASAD,INC(I),1983
RAJGARH,Madhya Pradesh, PANDIT VASANT KUMAR RAM KRISHNA,JNP,1983
RAJNANDGAON,Madhya Pradesh, SHIVENDRA BAHADUR SINGH,INC(I),1983
REWA ,Madhya Pradesh,MAHARAJA MARTAND SINGH,IND,1983
SAGAR (SC),Madhya Pradesh,R.P.AHIRWAR,JNP,1983
SARANGARH (SC),Madhya Pradesh, PARASRAM RAM PRASAD,INC(I),1983
SATNA,Madhya Pradesh, GULSHER AHMED,INC(I),1983
SEONI,Madhya Pradesh, GARGISHAKER RAMKRISHNA MISHRA,INC(I),1983
SHAHDOL (ST),Madhya Pradesh, DALBIR SINGH,INC(I),1983
SHAJAPUR (SC),Madhya Pradesh, FULCHAND VERMA,JNP,1983
SIDHI (ST),Madhya Pradesh, MOTI LAL SINGH,INC(I),1983
SURGUJA (ST) ,Madhya Pradesh,CHAKARADHARI,INC(I),1983
UJJAIN (SC),Madhya Pradesh, SATYANARAYAN JATIYA,JNP,1983
VIDISHA,Madhya Pradesh, PRATAPBHANU KRISHNAGOPAL,INC(I),1983
AHMEDNAGAR,Maharashtra, ATHARE CHANDRABHAN BALAJI,INC(I),1983
AKOLA,Maharashtra, VAIRALE MADHUSUDAN ATMARAM,INC(I),1983
AMRAVATI,Maharashtra, USHA PRAKASH CHOUDHARI,INC(I),1983
AURANGABAD,Maharashtra, KAZI SALEM,INC(I),1983
BARAMATI,Maharashtra, PATIL SHANKARRAO BAJIRAO,INC(I),1983
BEED  ,Maharashtra,KASHIRSAGAR KESARBAI SONAJIRAO ALIAS KAKU,INC(I),1983
BHANDARA,Maharashtra, PARDHIR KESHAORAO ATMARAMJI,INC(I),1983
BOMBAY NORTH ,Maharashtra,RAVINDRA VARMA ,JNP,1983
BOMBAY NORTH CENTRAL,Maharashtra, PRAMILA MADHU DANDVATE ,JNP,1983
BOMBAY NORTH EAST ,Maharashtra,SUBRAMANIAN SWAMY ,JNP,1983
BOMBAY NORTH WEST ,Maharashtra,RAM JETHAMALANI ,JNP,1983
BOMBAY SOUTH,Maharashtra, RAJDA RATASINH GOKULDAS,JNP,1983
BOMBAY SOUTH CENTRAL ,Maharashtra,BHOLE R. R. ,INC(I),1983
BULDHANA (SC),Maharashtra, WASNIK BALKRISHNA RAMCHANDRA,INC(I),1983
CHANDRAPUR,Maharashtra, SHANTARAM POTDUKHE,INC(I),1983
CHIMUR,Maharashtra, MUTTEMWAR VILAS BABURA,INC(I),1983
DAHANU (ST),Maharashtra, SHINGHADA DAMU BARKU,INC(I),1983
DHULE,Maharashtra, (ST) BHOYE RESHMA MOTIRAM,INC(I),1983
ERANDOL,Maharashtra, VIJAY KUMAR NAVAL PATIL,INC(I),1983
HINGOLI,Maharashtra, UTTAMRAO BALIRAMJI RATHOD,INC(I),1983
ICHALKARANJI,Maharashtra, MANE RAJARAM ALIAS BALASAHEB SHANKARRAO,INC(I),1983
JALGAON,Maharashtra, YADAV SHIVRAM MAHAJAN,INC(I),1983
JALNA,Maharashtra, BALASAHEB PAWAR,INC(I),1983
KARAD,Maharashtra, MOHITE YASHAVANTRAO JIJAVA,INC(I),1983
KHED,Maharashtra, MORE RAMKRISHNA SADASHIV,INC(I),1983
KOLABA ,Maharashtra,A. T. PATIL ,INC(I),1983
KOLHAPUR ,Maharashtra,GAIKWAD UDAYASINGRAO NANASAHEB ,INC(I),1983
KOPARGAON,Maharashtra, VIKHE EKNATHRAO VITHALRAO,INC(I),1983
LATUR,Maharashtra, SHIVRAJ VISHWANATH PATIL,INC(I),1983
MALEGAON (ST),Maharashtra, KHANDOLE ZAMARU MANGALU,INC(I),1983
NAGPUR,Maharashtra, DHOTE JAMBUWANT BAPURAO,INC(I),1983
NANDED,Maharashtra, CHAVAN SHANKARRAO BHAURAO,INC(I),1983
NANDURBAR (ST),Maharashtra,G.M.HODLYA,INC(I),1983
NASHIK ,Maharashtra,WAGH PRATAP DEORAM ,INC(I),1983
OSMANABAD (SC),Maharashtra, SAWANT TRIMBAK MAROTRAO,INC(I),1983
PANDHARPUR (SC),Maharashtra, THORAT SANDIPAN BHAGWAN,INC(I),1983
PARBHANI,Maharashtra, YADAV RAMRAO NARAYANRAO,INC(I),1983
PUNE,Maharashtra, GADGIL VITTHAL NARHAR,INC(I),1983
RAJAPUR ,Maharashtra,MADHU DANDVATE ,JNP,1983
RAMTEK,Maharashtra, BARVE JATIRAM CHAITRAM,INC(I),1983
RATNAGIRI,Maharashtra, BAPUSAHEB PARULEKAR,JNP,1983
SANGLI,Maharashtra, PATIL VASANTRAO BANDUJI,INC(I),1983
SATARA,Maharashtra, CHAVAN YASHVANTRAO BALAWANTRAO,INC(U),1983
SOLAPUR,Maharashtra, KUCHAN GANGADHAR SIDRAMAPPA,INC(I),1983
THANE,Maharashtra,P.J.SHIAVRAM,JNP,1983
WARDHA,Maharashtra, VASANTRAO SATHE,INC(I),1983
WASHIM,Maharashtra, GULAM NABI AZAD,INC(I),1983
YAVATMAL,Maharashtra, PATIL UTTAMRAO DEORAO,INC(I),1983
ASKA,Orissa, RAMACHANDRA RATH,INC(I),1983
BALASORE,Orissa, CHINTAMANI JENA,INC(I),1983
BERHAMPUR,Orissa, JAGANNATH RAO R.,INC(I),1983
BHADRAK (SC),Orissa, ARJUN CHARAN SETHI,INC(I),1983
BHUBANESWAR,Orissa, CHINTAMANI PANIGRAHI,INC(I),1983
BOLANGIR,Orissa, NITYANANDA MISHRA,INC(I),1983
CUTTACK,Orissa,J.PATNAIK(W),INC(I),1983
DEOGARH,Orissa, NARAYAN SAHU,INC(I),1983
DHENKANAL ,Orissa,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA BAHADUR, INC(I),1983
JAGATSINGHPUR,Orissa, LAKSHMAN MALLICK,INC(I),1983
JAJPUR (SC),Orissa, ANADI CHARAN DAS,INC(I),1983
KALAHANDI,Orissa, RASABEHARI BEHARA,INC(I),1983
KENDRAPARA,Orissa, BIJOYNANDA PATANAIK,JNP(S),1983
KEONJHAR (ST) ,Orissa,HARIHAR SOREN ,INC(I),1983
KORAPUT (ST),Orissa, GIRIDHAR GOMANGO,INC(I),1983
MAYURBHANJ (ST) ,Orissa,MAN MOHAN TUDU ,INC(I),1983
NOWRANGPUR (ST),Orissa, KHAGAPATI PRADHANI,INC(I),1983
PHULBANI (SC),Orissa, MRUTYUNJAYA NAYAK,INC(I),1983
PURI,Orissa, BRAJAMOHAN MOHANTY,INC(I),1983
SAMBALPUR,Orissa, KRUPASINDHU BHOI,INC(I),1983
SUNDARGARH (ST) ,Orissa,CHRISTOPHER EKKA ,INC(I),1983
AMRITSAR,Punjab, RAGHUNANDAN LAL,INC(I),1983
BHATINDA (SC),Punjab, HAKAM SINGH,INC(I),1983
FARIDKOT,Punjab, GURBINDER KAUR,INC(I),1983
FEROZEPUR ,Punjab,BAL RAM ,INC(I),1983
