Constituency,State,MP,Party,Year
TUMKUR,Karnataka, G. S. BASAVARAJU,INC,1986
CHIKBALLAPUR,Karnataka, V. KRISHNA RAO,INC,1986
KOLAR (SC),Karnataka, V. VENKATESH,JNP,1986
KANAKAPURA,Karnataka, M. V. CHANDRASHEKARA MURTHY,INC,1986
BANGALORE NORTH,Karnataka, C. K. JAFFER SHARIEF,INC,1986
BANGALORE SOUTH,Karnataka, V. S. KRISHNA IYER,JNP,1986
MANDYA,Karnataka, K. V. SHANKARAGOWDA,JNP,1986
MYSORE,Karnataka, SRIKANTADATTA NARASIMHARAJA WADIYAR,INC,1986
MANGALORE,Karnataka, JANARDHANA POOJARY,INC,1986
HASSAN,Karnataka, H. N. NANJEGOWDA,INC,1986
CHIKMAGALUR,Karnataka, D. K. TARADEVI,INC,1986
SHIMOGA,Karnataka, T. V. CHANDRASHEKARAPPA,INC,1986
KANARA,Karnataka, G. DEVARAY NAIK,INC,1986
DHARWAD SOUTH,Karnataka, AZEEZ SAIT,INC,1986
DHARWAD NORTH,Karnataka, NAIKAR DYAMAPPA KALLAPPA,INC,1986
BELGAUM,Karnataka, SIDNAL SHANMUKHAPPA BASAPPA,INC,1986
CHIKKODI (SC),Karnataka, B. SHANKARANAD,INC,1986
BAGALKOT,Karnataka, PATIL HANMANTAGOUDA BHIMANAGOUDA,INC,1986
BIDAR (SC) ,Karnataka,NASING SURYAVANSI ,INC,1986
CHAMARAJANAGAR (SC) ,Karnataka,V. SREENIVASA PRASAD ,INC,1986
UDUPI ,Karnataka,OSCAR FERNANDES ,INC,1986
BIJAPUR ,Karnataka,GURADDI SHIVASHANKAREPPA MALLAPPA ,JNP,1986
CANNANORE,Kerala, MULIAPPALLI RAMACHANDRAN,INC,1986
BADAGARA,Kerala, K. P. UNNIKRISHNAN,ICS,1986
CALICUT,Kerala, K. G. ADIYODI,INC,1986
MANJERI,Kerala, EBRAHIM SULAMAN SAIT,MUL,1986
PONNANI,Kerala, G. M. BANATWALLA,MUL,1986
PALGHAT,Kerala, V. S. VIJAYARAGHAVAN,INC,1986
OTTAPALAM (SC),Kerala, K. R. NARAYANAN,INC,1986
TRICHUR,Kerala, P. A. ANTONY,INC,1986
MUKUNDAPURAM,Kerala, K. MOHANDAS,KCJ,1986
ERNAKULAM,Kerala, K. V. THOMAS,INC,1986
MUVATTUPUZHA,Kerala, GEORGE JOSEPH MUNDAKKAL (BABY),KCJ,1986
KOTTAYAM,Kerala, SURESH KURUP,CPM,1986
IDUKKI,Kerala, P. J. KURIAN,INC,1986
ALLEPPEY,Kerala, VAKKON PURUSHOTHAMAN,INC,1986
MAVELIKARA,Kerala, THAMPAN THOMAS,JNP,1986
ADOOR (SC),Kerala, K. K. KUNHAMBU,INC,1986
QUILON,Kerala, S. KRISHNA KUMAR,INC,1986
CHIRAYINKIL,Kerala, THALEKKUNNIL BASHEER,INC,1986
KASARAGOD ,Kerala,I. RAMA RAI ,INC,1986
TRIVANDRUM ,Kerala,A. CHARLES ,INC,1986
BHIND,Madhya Pradesh, KRISHNA SINGH,INC,1986
GWALIOR,Madhya Pradesh, MADHAVRAO JIWAJIRAO SCINDIA,INC,1986
GUNA,Madhya Pradesh, MAHENDRA SINGH,INC,1986
SAGAR (SC),Madhya Pradesh, NANDLAL CHOUDHARY,INC,1986
KHAJURAHO,Madhya Pradesh, CHATURVEDI VIDYAWATI,INC,1986
DAMOH,Madhya Pradesh, DAL CHANDRA JAIN,INC,1986
SATNA,Madhya Pradesh, AZIZ QURESHI,INC,1986
REWA,Madhya Pradesh, MARTAND SINGH,INC,1986
SIDHI (ST),Madhya Pradesh, MOTILAL SINGH,INC,1986
SHAHDOL (ST),Madhya Pradesh, DALBIR SINGH,INC,1986
RAIGARH (ST),Madhya Pradesh, PUSHPA DEVI,INC,1986
JANJGIR,Madhya Pradesh, PRABHAT KUMAR MISHRA,INC,1986
BILASPUR (SC),Madhya Pradesh, KHELAN RAM JANGDE,INC,1986
SARANGARH (SC),Madhya Pradesh, PARASRAM BHARADWAJ,INC,1986
RAIPUR,Madhya Pradesh, KAIYUR BHUSHAN,INC,1986
MAHASAMUND,Madhya Pradesh, VIDYACHARAN SHUKLA,INC,1986
KANKER (ST),Madhya Pradesh, ARVIND NETAM,INC,1986
BASTAR (ST),Madhya Pradesh, MANKURAM SODI,INC,1986
DURG,Madhya Pradesh, CHANDULAL CHANDRAKAR,INC,1986
RAJNANDGAON,Madhya Pradesh, SHIVENDRA BAHADUR SINGH,INC,1986
BALAGHAT,Madhya Pradesh, NANDKISHORE SHARMA,INC,1986
MANDLA (ST),Madhya Pradesh, MOHAN LAL,INC,1986
JABALPUR,Madhya Pradesh, AJAY NARAYAN MUSHRAN,INC,1986
SEONI,Madhya Pradesh, GARGISHANKER MISHRA,INC,1986
CHHINDWARA,Madhya Pradesh, KAMAL NATH,INC,1986
BETUL,Madhya Pradesh, ASLAM SHERKHAN,INC,1986
HOSHANGABAD,Madhya Pradesh, RAMESHWAR NIKHRA,INC,1986
BHOPAL,Madhya Pradesh, K. N. PRADHAN,INC,1986
VIDISHA,Madhya Pradesh, PRATAPBHANU KRISHNA GOPAL,INC,1986
RAJGARH,Madhya Pradesh, DIGVIJAI SINGH,INC,1986
SHAJAPUR (SC),Madhya Pradesh, BAPULAL MALVIYA,INC,1986
KHANDWA,Madhya Pradesh, KALICHARAN RAMRATAN,INC,1986
KHARGONE,Madhya Pradesh, SUBHASH YADAV,INC,1986
DHAR (ST),Madhya Pradesh, PRATAPSINGH BAGHEL,INC,1986
INDORE,Madhya Pradesh, PRAKASH CHAND SETHI,INC,1986
UJJAIN (SC),Madhya Pradesh, SATYANARAYAN PAWAR,INC,1986
JHABUA (ST),Madhya Pradesh, DILEEP SINGH BHURIO,INC,1986
MORENA (SC) ,Madhya Pradesh,KAMMODILAL JATAV ,INC,1986
SURGUJA (ST) ,Madhya Pradesh,VIJAI PRATAP SINGH ,INC,1986
MANDSAUR ,Madhya Pradesh,BALKAVI BAIRAGI (NANDRAMDAS DWARKADAS) ,INC,1986
RATNAGIRI,Maharashtra, HUSEN DALWAI,INC,1986
KOLABA,Maharashtra, D. B. PATIL,PWP,1986
BOMBAY SOUTH,Maharashtra, DEORA MURLI,INC,1986
THANE,Maharashtra, GHOPAL SHANTARAM GOPAL,INC,1986
DAHANU (ST),Maharashtra, SHINGADA DAMU BARKU,INC,1986
MALEGAON (ST),Maharashtra, BHOYE SITARAM SAYAJI,INC,1986
DHULE,Maharashtra, (ST) BHOYE RESHAMA  MOTIRAM,INC,1986
ERANDOL,Maharashtra, VIJAYKUMAR NAVAL PATIL,INC,1986
JALGAON,Maharashtra, MAHAJAN YADAV SHIVRAM,INC,1986
BULDHANA (SC),Maharashtra, WASNIK MUKUL BALKRISHNA,INC,1986
AKOLA,Maharashtra, MADHUSUDAN ATMARAM VAIRALE,INC,1986
WASHIM,Maharashtra, GHULAM NABI AZAD,INC,1986
AMRAVATI,Maharashtra, CHOUDHARY USHATAI PRAKASH,INC,1986
RAMTEK,Maharashtra, NARSIMHA RAO P. V.,INC,1986
NAGPUR,Maharashtra, BANWARILAL BHAGWANDAS PUROHIT,INC,1986
BHANDARA,Maharashtra, KESHAORAO ATMARAMJI PARDHI,INC,1986
CHIMUR,Maharashtra, MUTTEMWAR VILAS BABURAO,INC,1986
CHANDRAPUR,Maharashtra, POTDUKHE SHANTARAM RAJESHWAR,INC,1986
WARDHA,Maharashtra, SATHE VASANT PURUSHOTTAM,INC,1986
YAVATMAL,Maharashtra, PATIL UTTAMRAO DEORAO,INC,1986
HINGOLI,Maharashtra, RATHODE UTTAMRAOJI BALIRAMJI,INC,1986
NANDED,Maharashtra, CHAVAN SHANKARRAO BHURAO,INC,1986
PARBHANI,Maharashtra, YADAV RAMRAO NARAYANRAO,INC,1986
JALNA,Maharashtra, BALASAHEB RAMRAO PAWAR,INC,1986
AURANGABAD,Maharashtra, SAHEBRAO P.DONGAONKAR,ICS,1986
BEED,Maharashtra, KSHIRSAGAR KEHSARBAI SONAJIRAO,INC,1986
LATUR,Maharashtra, PATIL SHIVRAJ VISHWANATH,INC,1986
OSMANABAD (SC),Maharashtra, ARVIND TULSHIRAMJI KAMBLE,INC,1986
PANDHARPUR (SC),Maharashtra, THORAT SANDIPAN BHAGWAN,INC,1986
AHMEDNAGAR,Maharashtra, GADAKH YESHWANTRAO KANKARRAO,INC,1986
KOPARGAON,Maharashtra, VIKHE EKNATHRAO ALIAS BALESAHEB VITHALRAO,INC,1986
KHED,Maharashtra, RAMKRISHNA MORE,INC,1986
PUNE,Maharashtra, GADIL VITHALRAO NARHARI,INC,1986
BARAMATI,Maharashtra,K. S. SAHEBRAO,JNP,1986
SATARA,Maharashtra, BHOSALE PRATAPRAO BABURAO,INC,1986
KARAD,Maharashtra, CHAVAN PREMALABAI DAJISAHEB,INC,1986
SANGLI,Maharashtra, PATIL PRAKASH VASANTRAO,INC,1986
ICHALKARANJI,Maharashtra, MANE BALASO ALIAS RAJARAM SHANKARRAO,INC,1986
RAJAPUR ,Maharashtra,MADHU DANDAVATE ,JNP,1986
BOMBAY SOUTH CENTRAL ,Maharashtra,DATTA  SAMANT ,IND,1986
BOMBAY NORTH CENTRAL ,Maharashtra,DIGHE SHARAD SHANKAR ,INC,1986
BOMBAY NORTH EAST ,Maharashtra,GURUDAS KAMAT ,INC,1986
BOMBAY NORTH WEST ,Maharashtra,SUNIL DUTT ,INC,1986
BOMBAY NORTH ,Maharashtra,ANOOPCHAND KHIMCHAND SHAH ,INC,1986
NASHIK ,Maharashtra,MANE MURLIDHAR PANDURANG ,INC,1986
NANDURBAR (ST) ,Maharashtra,GAVIT MANIKRAO HOLDYA ,INC,1986
SHOLAPUR ,Maharashtra,KUCHAN GANGADHAR SINRAMAPPA ,INC,1986
KOLHAPUR ,Maharashtra,GAIKWAD UDAYSINGRAO NANASAHEB ,INC,1986
BALASORE,Orissa, CHINTAMANI JENA,INC,1986
BHADRAK (SC),Orissa, ANANTA PRASAD SETHI,INC,1986
JAJPUR (SC),Orissa, ANADI CHARAN DAS,INC,1986
KENDRAPARA,Orissa,S. K. DEB,JNP,1986
CUTTACK,Orissa, JAYANTI PATTANIK,INC,1986
JAGATSINGHPUR,Orissa, LAKSHMAN MALLICK,INC,1986
PURI,Orissa, BRAJAMOHAN MOHENTY,INC,1986
BHUBANESWAR,Orissa, CHINTAMONI PANIGRAHI,INC,1986
ASKA,Orissa, SOMNATH RATH,INC,1986
BERHAMPUR,Orissa, R.JAGANNATH RAO,INC,1986
KORAPUT (ST),Orissa, GRIDHAR GOMANGO,INC,1986
NOWRANGPUR (ST),Orissa, KHAGAPATI PRADHANI,INC,1986
KALAHANDI,Orissa, JAGANNATH PATNAIK,INC,1986
PHULBANI (SC),Orissa, RADHA KANTA DIGAL,INC,1986
BOLANGIR,Orissa, NITYANAND MISRA,INC,1986
SAMBALPUR,Orissa, KRUPASINDHU BHOI,INC,1986
DEOGARH,Orissa, SRIBALLAV PANIGRAHI,INC,1986
MAYURBHANJ (ST) ,Orissa,SIDHALAL MURMU ,INC,1986
DHENKANAL ,Orissa,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA BAHADUR, INC,1986
SUNDARGARH (ST) ,Orissa,MAURICE KUJUR ,INC,1986
KEONJHAR (ST) ,Orissa,HARINDER SOREN ,INC,1986
BIKANER,Rajasthan, MANPHOOL SINGH,INC,1986
CHURU,Rajasthan,N. BUDNIA,INC,1986
JHUNJHUNU,Rajasthan, MOHD. AYUB KHAN,INC,1986
SIKAR,Rajasthan, BAL RAM,INC,1986
JAIPUR,Rajasthan, NAWAL KISHORE SHARMA,INC,1986
DAUSA,Rajasthan, RAJESH PILOT,INC,1986
ALWAR,Rajasthan, RAM SINGH YADEV,INC,1986
BHARATPUR,Rajasthan, K.NATWAR SINGH,INC,1986
BAYANA (SC),Rajasthan, LALA RAM KEN,INC,1986
AJMER,Rajasthan, VISHNU KUMAR MODI,INC,1986
TONK (SC),Rajasthan, BANWARI LAL,INC,1986
KOTA,Rajasthan, SHANTI KUMAR DHARIWAL,INC,1986
JHALAWAR,Rajasthan, JUJHARSINGH,INC,1986
BANSWARA (ST),Rajasthan, PRABHULAL RAWAT,INC,1986
SALUMBER (ST),Rajasthan, ALKHA RAM,INC,1986
UDAIPUR,Rajasthan, INDUBALA SUKHADIA,INC,1986
CHITTORGARH,Rajasthan, NIRMLA KUMARI,INC,1986
BHILWARA,Rajasthan, GIRDHARI LAL VYAS,INC,1986
PALI,Rajasthan, MOOL CHAND DAGA,INC,1986
JALORE (SC),Rajasthan, BUTA SINGH,INC,1986
JODHPUR,Rajasthan, ASHOK GEHLOT,INC,1986
GANGANAGAR (SC) ,Rajasthan,BIRBAL ,INC,1986
SAWAI MADHOPUR (ST) ,Rajasthan,RAM KUMAR ,INC,1986
BARMER ,Rajasthan,VIRDHI CHAND,INC,1986
NAGAUR ,Rajasthan,RAM NIWAS,INC,1986
MADRAS CENTRAL,Tamil Nadu, KALANIDHI A.,DMK,1986
MADRAS SOUTH,Tamil Nadu, VYJAYANTHIMALA,INC,1986
SRIPERUMBUDUR (SC),Tamil Nadu, MARAGATHAM CHANDRASEKHAR,INC,1986
CHENGALPATTU,Tamil Nadu, S. JAGATHRAKSHAKAN,ADK,1986
ARAKKONAM,Tamil Nadu, R. JEEVARATHINAM,INC,1986
VELLORE,Tamil Nadu, A.C. SHANMUGAM,ADK,1986
TIRUPPATTUR,Tamil Nadu, JAYAMOHAN A.,INC,1986
VANDAVASI,Tamil Nadu, BALARAMAN L.,INC,1986
TINDIVANAM,Tamil Nadu, S.S. ERAMASAMY PADAYATCHI,INC,1986
CUDDALORE,Tamil Nadu, VENKATESAN P.R.S.,INC,1986
CHIDAMBARAM (SC),Tamil Nadu, VALLALPERUMAN P.,INC,1986
DHARMAPURI,Tamil Nadu, M. THAMBI DURIAI,ADK,1986
KRISHNAGIRI,Tamil Nadu, K. RAMAMURTHI,INC,1986
RASIPURAM (SC),Tamil Nadu, DEVARAJAN B.,INC,1986
SALEM,Tamil Nadu, RANGARAJAN KUMAR MANGALAM,INC,1986
TIRUCHENGODE,Tamil Nadu, KANNAN P.,ADK,1986
NILGIRIS,Tamil Nadu, R.PRABHU,INC,1986
GOBICHETTIPALAYAM,Tamil Nadu, KHOLANDAIVELU P.,ADK,1986
COIMBATORE,Tamil Nadu, KUPPUSWAMY C. K.,INC,1986
POLLACHI (SC),Tamil Nadu, ANNA NAMBI R.,ADK,1986
PALANI,Tamil Nadu, SENAPATHY GOUNDER A.,INC,1986
DINDIGUL,Tamil Nadu, K.R. NATARAJAN,ADK,1986
MADURAI,Tamil Nadu, SUBBURAMAN A.G.,INC,1986
PERIYAKULAM,Tamil Nadu, SELVENDRAN P.,ADK,1986
KARUR,Tamil Nadu, MURUGAIAH A. R.,INC,1986
TIRUCHIRAPPALLI,Tamil Nadu, ADAIKALARAJ,INC,1986
PERAMBALUR (SC),Tamil Nadu, S. THANGARAJU,ADK,1986
MAYILADUTURAI,Tamil Nadu, PAKEER MOHAMED E.S.M.,INC,1986
NAGAPATTINAM (SC),Tamil Nadu, MAHALINGAM, M.,1986
THANJAVUR,Tamil Nadu, SINGARAVADIVEL,INC,1986
PUDUKKOTTAI,Tamil Nadu, SUNDARARAJ N.,INC,1986
SIVAGANGA,Tamil Nadu, P. CHIDAMBARAM,INC,1986
RAMANATHAPURAM,Tamil Nadu, V. RAJESHWARAN,INC,1986
SIVAKASI,Tamil Nadu, N. SOUNDARARAJAN,ADK,1986
TIRUNELVELI,Tamil Nadu, M.R. JANARDHANAN,ADK,1986
TENKASI (SC),Tamil Nadu, M. ARUNACHALAM,INC,1986
TIRUCHENDUR,Tamil Nadu,R. D. ATHITHAN,INC,1986
MADRAS NORTH ,Tamil Nadu,N.V.N.SOMU ,DMK,1986
NAGERCOIL ,Tamil Nadu,N. DENNIS ,INC,1986
GARHWAL,Uttar Pradesh, CHANDRA MOHAN SINGH,INC,1986
ALMORA,Uttar Pradesh, HARISH CHANDRA SINGH,INC,1986
NAINITAL,Uttar Pradesh, SATENDRA CHANDRA,INC,1986
BIJNOR (SC),Uttar Pradesh,M. KUMARI (W),INC,1986
AMROHA,Uttar Pradesh, RAM PAL SINGH,INC,1986
MORADABAD,Uttar Pradesh, HAFIZ MOHD. SIDDIQUE,INC,1986
RAMPUR,Uttar Pradesh, ZULFIQUAR ALI KHAN,INC,1986
SAMBHAL,Uttar Pradesh, SHANTI DEVI,INC,1986
AONLA,Uttar Pradesh, KALYAN SINGH SOLANKI,INC,1986
BAREILLY,Uttar Pradesh, ABIDA AHMAD,INC,1986
PILIBHIT,Uttar Pradesh, BHANU PRATAP SINGH,INC,1986
SHAHJAHANPUR,Uttar Pradesh, JITENDRA PRASAD,INC,1986
KHERI,Uttar Pradesh, USHA KUMARI,INC,1986
SHAHABAD,Uttar Pradesh, DHARAMGAJ SINGH,INC,1986
SITAPUR,Uttar Pradesh, RAJENDRA KUMARI,INC,1986
MISRIKH (SC),Uttar Pradesh, SANKATA PRASAD,INC,1986
HARDOI (SC),Uttar Pradesh, KINDAR LAL,INC,1986
LUCKNOW,Uttar Pradesh, SHEILA KAUL,INC,1986
MOHANLALGANJ (SC),Uttar Pradesh, JAGANNATH PD.,INC,1986
UNNAO,Uttar Pradesh, ZIAURRAHMAN ANSARI,INC,1986
RAE BARELI,Uttar Pradesh, ARUN KUMAR NEHRU,INC,1986
PRATAPGARH,Uttar Pradesh, RAJA DINESH SINGH,INC,1986
AMETHI,Uttar Pradesh, RAJIV GANDHI,INC,1986
SULTANPUR,Uttar Pradesh, RAJ KARAN SINGH,INC,1986
AKBARPUR (SC),Uttar Pradesh, RAM PIYARE SUMAN,INC,1986
FAIZABAD,Uttar Pradesh, NIRMAL KHATRI,INC,1986
KAISERGANJ,Uttar Pradesh, RANA VIR SINGH,INC,1986
BAHRAICH,Uttar Pradesh, ARIF MOHAMMAD KHAN,INC,1986
BALRAMPUR,Uttar Pradesh, DEEP NARAIN VAN MAHANTH,INC,1986
GONDA,Uttar Pradesh, ANAND SINGH ALIAS ANNU BHAIYA,INC,1986
BASTI (SC),Uttar Pradesh, RAM AWADH PRASAD,INC,1986
DOMARIAGANJ,Uttar Pradesh, KAZI JALIL ABBASI,INC,1986
KHALILABAD,Uttar Pradesh, CHANDRA SHEKHAR,INC,1986
BANSGAON (SC),Uttar Pradesh, MAHAVIR PRASAD,INC,1986
GORAKHPUR,Uttar Pradesh, MADAN PANDEY,INC,1986
MAHARAJGANJ,Uttar Pradesh, JITENDRA SINGH,INC,1986
DEORIA,Uttar Pradesh, RAJMANGAL PANDEY,INC,1986
SALEMPUR,Uttar Pradesh, RAM NAGINA MISRA,INC,1986
BALLIA,Uttar Pradesh, JAGANNATH CHOWDHARI,INC,1986
GHOSI,Uttar Pradesh, RAJ KUMAR,INC,1986
AZAMGARH,Uttar Pradesh, SANTOSH KUMAR SINGH,INC,1986
LALGANJ (SC),Uttar Pradesh, RAMDHAN,INC,1986
JAUNPUR,Uttar Pradesh, KAMALA PRASAD SINGH,INC,1986
SAIDPUR (SC),Uttar Pradesh, RAM SMUJHAWAN,INC,1986
GHAZIPUR,Uttar Pradesh, ZAINUL BASHER,INC,1986
CHANDAULI,Uttar Pradesh, CHANDA TRIPATI,INC,1986
VARANASI,Uttar Pradesh, SHYAM LAL YADAVA,INC,1986
ROBERTSGANJ (SC),Uttar Pradesh, RAM PYARE,INC,1986
MIRZAPUR,Uttar Pradesh, UMA KANT MISHRA,INC,1986
PHULPUR,Uttar Pradesh, RAM PUJAN PATEL,INC,1986
ALLAHABAD,Uttar Pradesh, AMITABH BACHCHAN,INC,1986
CHAIL,Uttar Pradesh, (SC) BIHARI LAL SHAILESH,INC,1986
FATEHPUR,Uttar Pradesh, HARI KRISHNA SHASTRI,INC,1986
BANDA,Uttar Pradesh, BHISM DEO DUBEY,INC,1986
HAMIRPUR,Uttar Pradesh, SWAMI PRASAD SINGH,INC,1986
JHANSI,Uttar Pradesh, SUJAN SINGH BUNDELA,INC,1986
JALAUN (SC),Uttar Pradesh, LACHHI RAM,INC,1986
GHATAMPUR (SC),Uttar Pradesh, ASKARAN,INC,1986
BILHAUR,Uttar Pradesh, JAGDISH AWASTHI,INC,1986
KANPUR,Uttar Pradesh, NARESH CHANDRA CHATURVEDI,INC,1986
ETAWAH,Uttar Pradesh, RAGHURAJ SINGH,INC,1986
KANNAUJ,Uttar Pradesh, SHEILA DIXIT,INC,1986
FARRUKHABAD,Uttar Pradesh, KHURSHED ALAM KHAN,INC,1986
MAINPURI,Uttar Pradesh, BALRAM SINGH YADAV,INC,1986
JALESAR,Uttar Pradesh, KAILASH CHANDRA YADAV,INC,1986
AGRA,Uttar Pradesh, NIHAL SINGH,INC,1986
MATHURA,Uttar Pradesh, MANVENDRA SINGH,INC,1986
HATHRAS (SC),Uttar Pradesh, PURAN CHAND,INC,1986
ALIGARH,Uttar Pradesh, USHA RANI,INC,1986
KHURJA (SC),Uttar Pradesh, VEER SEN,INC,1986
BULANDSHAHR,Uttar Pradesh, KR. SURENDRA PAL,INC,1986
HAPUR,Uttar Pradesh, KEDAR NATH,INC,1986
MEERUT,Uttar Pradesh, MOHSINA KIDWAI,INC,1986
BAGHPAT,Uttar Pradesh, CHARAN SINGH,LKD,1986
MUZAFFARNAGAR,Uttar Pradesh, DHARAM VIR SINGH,INC,1986
KAIRANA,Uttar Pradesh, AKHTAR HASAN,INC,1986
TEHRI GARHWAL ,Uttar Pradesh,BRAHMA DUTT ,INC,1986
BUDAUN ,Uttar Pradesh,SALEEM IQBAL SHERWANI ,INC,1986
BARA BANKI (SC) ,Uttar Pradesh,KAMLA PRASAD ,INC,1986
PADRAUNA ,Uttar Pradesh,CHANDRA PRATAP NARAIN SINGH ,INC,1986
MACHHLISHAHR ,Uttar Pradesh,SRIPATI ,INC,1986
ETAH ,Uttar Pradesh,MUHAMMAD MEHFOOJ ALI KHAN ALIAS PYAREY MAIN, LKD,1986
FIROZABAD (SC) ,Uttar Pradesh,GANGA RAM ,INC,1986
SAHARANPUR ,Uttar Pradesh,YASHPAL SINGH ,INC,1986
HARDWAR (SC) ,Uttar Pradesh,SUNDER LAL ,INC,1986
JALPAIGURI,West Bengal, MANIK SANYAL,CPM,1986
DARJEELING,West Bengal, ANANDA PRASAD PATHAK,CPM,1986
RAIGANJ,West Bengal, GOLAM YAZDANI,INC,1986
BALURGHAT (SC),West Bengal, PALAS BARMAN,RSP,1986
MALDA,West Bengal, ABU BARKAT ATAUL GHANI KHAN CHOUDHURY,INC,1986
JANGIPUR,West Bengal, ABEDIN ZAINAL,CPM,1986
MURSHIDABAD,West Bengal, SYED MUSUDAL HOSSAIN,CPM,1986
KRISHNAGAR,West Bengal, RENU PADA DAS,CPM,1986
NABADWIP (SC),West Bengal, BIBHA GHOSH (GOSWAMI),CPM,1986
BARASAT,West Bengal, TARUN KANTI GHOSH,INC,1986
JOYNAGAR (SC),West Bengal, SANT KUMAR MANDAL,RSP,1986
MATHURAPUR (SC),West Bengal, MANORANJAN HALDER,INC,1986
DIAMOND HARBOUR,West Bengal, AMAL DATTA,CPM,1986
JADAVPUR,West Bengal, MAMATA BANERJEE,INC,1986
BARRACKPORE,West Bengal, DEBI GHOSAL,INC,1986
DUM DUM,West Bengal, ASUTOSH LAW,INC,1986
CALCUTTA SOUTH,West Bengal, BHOLA NATH SEN,INC,1986
HOWRAH,West Bengal, PRIYA RANJAN DAS  MUNSHI,INC,1986
ULUBERIA,West Bengal, HANNAN MOLLAH,CPM,1986
SERAMPORE,West Bengal, BIMAL KANTI GHOSH,INC,1986
HOOGHLY,West Bengal, INDUMATI BHATTACHARYYA,INC,1986
PANSKURA,West Bengal, GEETA MUKHERJEE,CPI,1986
TAMLUK,West Bengal, MISHRA SATYAGOPAL,CPM,1986
CONTAI,West Bengal, PHULRENU GUHA,INC,1986
MIDNAPORE,West Bengal, NARAYAN CHOUBEY,CPI,1986
JHARGRAM (ST),West Bengal, MOTILAL HANSDA,CPM,1986
PURULIA,West Bengal, CHITTARANJAN MAHATA,FBL,1986
BANKURA,West Bengal, ACHARIA BASUDEB,CPM,1986
VISHNUPUR (SC),West Bengal, AJIT KUMAR SAHA,CPM,1986
DURGAPUR (SC),West Bengal, PURNA CHANDRA MALIK,CPM,1986
ASANSOL,West Bengal, ANADA GOPAL MUKHERJEE,INC,1986
BURDWAN,West Bengal, SUDHIR RAY,CPM,1986
KATWA,West Bengal, SAIFUDDIN CHOWDHURY,CPM,1986
BOLPUR,West Bengal,S. CHATTERJEE,CPM,1986
COOCH BEHAR (SC) ,West Bengal,AMAR ROY PRODHAN, FBL,1986
ALIPURDUARS (ST) ,West Bengal,PIJUS TIRKEY ,RSP,1986
BERHAMPORE ,West Bengal,ATISH CHANDRA SINHA ,INC,1986
BASIRHAT ,West Bengal,INDRAJIT GUPTA ,CPI,1986
CALCUTTA NORTH WEST ,West Bengal,ASHOK KUMAR SEN ,INC,1986
CALCUTTA NORTH EAST ,West Bengal,AJIT KUMAR PANJA ,INC,1986
ARAMBAGH ,West Bengal,ANIL BASU ,CPM,1986
BIRBHUM (SC) ,West Bengal,GADAHAR SAHA ,CPM,1986
SOUTH DELHI,Delhi,A.SINGH,IND,1986
OUTER DELHI,Delhi, BHARAT SINGH,INC,1986
EAST DELHI,Delhi, H.K.L.BHAGAT,INC,1986
CHANDNI CHOWK,Delhi, JAI PARKASH AGARWAL,INC,1986
DELHI SADAR,Delhi, JAGDISH TYTLER,INC,1986
NEW DELHI ,Delhi,KRSIHAN CHANDRA PANT ,INC,1986
KAROL BAGH (SC) ,Delhi,SUNDERWATI NAWAL PRABHAKAR ,INC,1986
AMRITSAR,Punjab,RAGHUNANDAN LAL BHATIA ,INC,1986
BHATINDA (SC),Punjab,TEJA SINGH DARDI ,SAD,1986
FARIDKOT,Punjab,SHAMINDER SINGH ,SAD,1986
FEROZEPUR,Punjab,GURDIAL SINGH DHILLON ,INC,1986
GURDASPUR,Punjab,SUKHBUNS KAUR ,INC,1986
HOSHIARPUR,Punjab,KAMAL CHUDHARY,INC,1986
JULLUNDUR,Punjab,RAJINDER SINGH SPARROW ,INC,1986
LUDHIANA,Punjab,MEWA SINGH ,SAD,1986
PATIALA,Punjab,CHARANJIT SINGH ,SAD,1986
PHILLAUR (SC),Punjab,SUNDER SINGH ,INC,1986
ROPAR,Punjab,CHARANJIT SINGH ,SAD,1986
SANGRUR,Punjab,BALWANT SINGH RAMUWALIA ,SAD,1986
TARN TARAN,Punjab,TARLOCHAN SINGH TUR ,SAD,1986
MIRYALGUDA ,Andhra,BHIMREDDY NARSIMHA REDDY ,CPM,1987
NALGONDA ,Andhra,MALLAREDDY RAGUMA REDDY ,TDP,1987
NARASAPUR ,Andhra,VIJAYA KUMAR RAJU BHUPATHIRAJU ,TDP,1987
AMALAPURAM (SC) ,Andhra,AITHABATHUL A JOGESWARA VENKATA BUTHCI MAHESWARA RAO ,TDP,1987
BOBBILI ,Andhra,ANAND GAJAPATHI RAJU POOSAPATI ,TDP,1987
PARVATHIPURAM (ST) ,Andhra,KISHORE CHANDRA SURYAMARAYANA DEO VYRICHERIA ,ICS,1987
SRIKAKULAM ,Andhra,APPAYYADORA HANUMANTU ,TDP,1987
VISAKHAPATNAM,Andhra, BHATTAM SREERAMA MURTHY,TDP,1987
BHADRACHALAM (ST),Andhra, SODE RAMAIAH,CPI,1987
ANAKAPALLI,Andhra, APPALANARASIMHAM P.,TDP,1987
KAKINADA,Andhra, THOTA GOPALA KRISHNA,TDP,1987
RAJAHMUNDRY,Andhra, SRIHARI RAO,TDP,1987
ELURU,Andhra, BOLLA BULLI RAMAIAH,TDP,1987
